firm_name,group,product_category,complaints_opened,complaints_closed,period_label,period_order,period_start,period_end,year,half,pre_post_duty,upheld_pct,pct_closed_3days,firm_type,record_id,complaints_change_abs,complaints_change_pct,upheld_change_ppts,high_uphold_flag,upheld_band
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,270,275.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,12.7,23.3,Retail Bank / Building Society,277,-132.0,-32.8,5.0,0,Lower (<35%)
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,291,280.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,9.3,24.6,Retail Bank / Building Society,278,21.0,7.8,-3.4,0,Lower (<35%)
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,Investments,734,740.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,33.1,44.5,Retail Bank / Building Society,279,,,,0,Lower (<35%)
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,Investments,265,268.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,33.6,30.6,Retail Bank / Building Society,280,-469.0,-63.9,0.5,0,Lower (<35%)
Bank of Scotland plc,,Investments,126,127.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,31.5,15.0,Retail Bank / Building Society,281,-139.0,-52.5,-2.1,0,Lower (<35%)
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,Investments,102,101.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,23.8,10.9,Retail Bank / Building Society,282,-24.0,-19.0,-7.7,0,Lower (<35%)
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,Investments,57,53.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,24.5,7.6,Retail Bank / Building Society,283,-45.0,-44.1,0.7,0,Lower (<35%)
Barbon Insurance Group Limited,NO GROUP,Insurance & Pure Protection,509,456.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,50.9,41.7,Other Financial Services,284,,,,1,High (50-70%)
Barbon Insurance Group Limited,NO GROUP,Insurance & Pure Protection,560,606.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,55.4,34.6,Other Financial Services,285,51.0,10.0,4.5,1,High (50-70%)
Barbon Insurance Group Limited,,Insurance & Pure Protection,559,558.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,52.7,26.5,Other Financial Services,286,-1.0,-0.2,-2.7,1,High (50-70%)
Barclays Bank Plc,BARCLAYS PLC,Banking & Credit Cards,8174,7995.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,70.3,76.6,Retail Bank / Building Society,287,,,,1,Very High (70%+)
Barclays Bank Plc,BARCLAYS PLC,Banking & Credit Cards,7422,7506.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,70.9,71.9,Retail Bank / Building Society,288,-752.0,-9.2,0.6,1,Very High (70%+)
Barclays Bank Plc,,Banking & Credit Cards,8679,8298.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,68.4,75.6,Retail Bank / Building Society,289,1257.0,16.9,-2.5,1,High (50-70%)
Barclays Bank Plc,BARCLAYS PLC,Banking & Credit Cards,8385,8687.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,68.8,71.1,Retail Bank / Building Society,290,-294.0,-3.4,0.4,1,High (50-70%)
Barclays Bank Plc,BARCLAYS PLC,Banking & Credit Cards,9600,9568.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,68.2,71.8,Retail Bank / Building Society,291,1215.0,14.5,-0.6,1,High (50-70%)
Barclays Bank Plc,BARCLAYS PLC,Decumulation & Pensions,1,,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,,,Retail Bank / Building Society,292,,,,0,Unknown
Barclays Bank Plc,,Decumulation & Pensions,35,26.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,57.7,42.3,Retail Bank / Building Society,293,34.0,3400.0,,1,High (50-70%)
Barclays Bank Plc,BARCLAYS PLC,Decumulation & Pensions,38,42.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,61.9,35.7,Retail Bank / Building Society,294,3.0,8.6,4.2,1,High (50-70%)
Barclays Bank Plc,BARCLAYS PLC,Decumulation & Pensions,32,40.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,70.0,27.5,Retail Bank / Building Society,295,-6.0,-15.8,8.1,1,Very High (70%+)
Barclays Bank Plc,BARCLAYS PLC,Home Finance,4,6.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,83.3,,Retail Bank / Building Society,296,,,,1,Very High (70%+)
Barclays Bank Plc,BARCLAYS PLC,Home Finance,2,4.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,75.0,,Retail Bank / Building Society,297,-2.0,-50.0,-8.3,1,Very High (70%+)
Barclays Bank Plc,,Home Finance,6,4.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,25.0,25.0,Retail Bank / Building Society,298,4.0,200.0,-50.0,0,Lower (<35%)
Barclays Bank Plc,BARCLAYS PLC,Home Finance,2,6.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,50.0,,Retail Bank / Building Society,299,-4.0,-66.7,25.0,1,High (50-70%)
Barclays Bank Plc,BARCLAYS PLC,Home Finance,2,2.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,,,Retail Bank / Building Society,300,0.0,0.0,,0,Unknown
Barclays Bank Plc,,Insurance & Pure Protection,1,1.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,0.0,0.0,Retail Bank / Building Society,301,,,,0,Lower (<35%)
Barclays Bank Plc,BARCLAYS PLC,Investments,48,41.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,29.3,39.0,Retail Bank / Building Society,302,,,,0,Lower (<35%)
Barclays Bank Plc,BARCLAYS PLC,Investments,44,30.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,80.0,20.0,Retail Bank / Building Society,303,-4.0,-8.3,50.7,1,Very High (70%+)
Barclays Bank Plc,,Investments,957,646.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,58.8,33.7,Retail Bank / Building Society,304,913.0,2075.0,-21.2,1,High (50-70%)
Barclays Bank Plc,BARCLAYS PLC,Investments,1373,1436.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,63.2,33.2,Retail Bank / Building Society,305,416.0,43.5,4.4,1,High (50-70%)
Barclays Bank Plc,BARCLAYS PLC,Investments,1206,1454.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,67.5,30.9,Retail Bank / Building Society,306,-167.0,-12.2,4.3,1,High (50-70%)
Barclays Bank UK PLC,BARCLAYS PLC,Banking & Credit Cards,90106,88709.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,63.0,68.8,Retail Bank / Building Society,307,,,,1,High (50-70%)
Barclays Bank UK PLC,BARCLAYS PLC,Banking & Credit Cards,74048,74953.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,66.2,59.6,Retail Bank / Building Society,308,-16058.0,-17.8,3.2,1,High (50-70%)
Barclays Bank UK PLC,,Banking & Credit Cards,104226,102566.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,66.0,65.1,Retail Bank / Building Society,309,30178.0,40.8,-0.2,1,High (50-70%)
Barclays Bank UK PLC,BARCLAYS PLC,Banking & Credit Cards,105351,104371.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,66.1,67.5,Retail Bank / Building Society,310,1125.0,1.1,0.1,1,High (50-70%)
Barclays Bank UK PLC,BARCLAYS PLC,Banking & Credit Cards,71096,75713.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,66.4,60.5,Retail Bank / Building Society,311,-34255.0,-32.5,0.3,1,High (50-70%)
Barclays Bank UK PLC,BARCLAYS PLC,Decumulation & Pensions,66,59.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,47.5,39.0,Retail Bank / Building Society,312,,,,0,Moderate (35-50%)
Barclays Bank UK PLC,BARCLAYS PLC,Decumulation & Pensions,55,50.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,62.0,32.0,Retail Bank / Building Society,313,-11.0,-16.7,14.5,1,High (50-70%)
Barclays Bank UK PLC,,Decumulation & Pensions,46,54.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,35.2,53.7,Retail Bank / Building Society,314,-9.0,-16.4,-26.8,0,Moderate (35-50%)
Barclays Bank UK PLC,BARCLAYS PLC,Decumulation & Pensions,10,12.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,16.7,33.3,Retail Bank / Building Society,315,-36.0,-78.3,-18.5,0,Lower (<35%)
Barclays Bank UK PLC,BARCLAYS PLC,Decumulation & Pensions,11,16.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,43.8,25.0,Retail Bank / Building Society,316,1.0,10.0,27.1,0,Moderate (35-50%)
Barclays Bank UK PLC,BARCLAYS PLC,Home Finance,9149,8091.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,73.4,54.4,Retail Bank / Building Society,317,,,,1,Very High (70%+)
Barclays Bank UK PLC,BARCLAYS PLC,Home Finance,11075,11216.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,77.4,37.8,Retail Bank / Building Society,318,1926.0,21.1,4.0,1,Very High (70%+)
Barclays Bank UK PLC,,Home Finance,9972,10286.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,74.8,46.5,Retail Bank / Building Society,319,-1103.0,-10.0,-2.6,1,Very High (70%+)
Barclays Bank UK PLC,BARCLAYS PLC,Home Finance,10119,10158.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,72.9,52.6,Retail Bank / Building Society,320,147.0,1.5,-1.9,1,Very High (70%+)
Barclays Bank UK PLC,BARCLAYS PLC,Home Finance,8557,9099.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,69.9,49.5,Retail Bank / Building Society,321,-1562.0,-15.4,-3.0,1,High (50-70%)
Barclays Bank UK PLC,BARCLAYS PLC,Insurance & Pure Protection,650,1398.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,40.0,29.2,Retail Bank / Building Society,322,,,,0,Moderate (35-50%)
Barclays Bank UK PLC,BARCLAYS PLC,Insurance & Pure Protection,684,1036.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,28.1,33.3,Retail Bank / Building Society,323,34.0,5.2,-11.9,0,Lower (<35%)
Barclays Bank UK PLC,,Insurance & Pure Protection,784,793.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,14.9,49.6,Retail Bank / Building Society,324,100.0,14.6,-13.2,0,Lower (<35%)
Barclays Bank UK PLC,BARCLAYS PLC,Insurance & Pure Protection,687,714.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,16.1,60.6,Retail Bank / Building Society,325,-97.0,-12.4,1.2,0,Lower (<35%)
Barclays Bank UK PLC,BARCLAYS PLC,Insurance & Pure Protection,245,282.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,20.2,40.1,Retail Bank / Building Society,326,-442.0,-64.3,4.1,0,Lower (<35%)
Barclays Bank UK PLC,BARCLAYS PLC,Investments,1855,1854.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,58.5,32.7,Retail Bank / Building Society,327,,,,1,High (50-70%)
Barclays Bank UK PLC,BARCLAYS PLC,Investments,1564,1590.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,56.7,38.9,Retail Bank / Building Society,328,-291.0,-15.7,-1.8,1,High (50-70%)
Barclays Bank UK PLC,,Investments,908,1204.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,57.4,42.8,Retail Bank / Building Society,329,-656.0,-41.9,0.7,1,High (50-70%)
Barclays Bank UK PLC,BARCLAYS PLC,Investments,81,79.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,54.4,21.5,Retail Bank / Building Society,330,-827.0,-91.1,-3.0,1,High (50-70%)
Barclays Bank UK PLC,BARCLAYS PLC,Investments,46,74.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,40.5,4.0,Retail Bank / Building Society,331,-35.0,-43.2,-13.9,0,Moderate (35-50%)
Bennetts Motorcycling Services Limited,NO GROUP,Insurance & Pure Protection,864,837.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,46.2,66.1,Other Financial Services,332,,,,0,Moderate (35-50%)
Bennetts Motorcycling Services Limited,LUCIDA GROUP,Insurance & Pure Protection,558,545.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,70.6,42.6,Other Financial Services,333,-306.0,-35.4,24.4,1,Very High (70%+)
Black Horse Limited,BARCLAYS PLC,Home Finance,7,11.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,45.4,18.2,Other Financial Services,334,,,,0,Moderate (35-50%)
Black Horse Limited,LLOYDS BANKING GROUP PLC,Home Finance,12,10.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,40.0,20.0,Other Financial Services,335,5.0,71.4,-5.4,0,Moderate (35-50%)
Black Horse Limited,,Home Finance,14,14.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,50.0,35.7,Other Financial Services,336,2.0,16.7,10.0,1,High (50-70%)
Black Horse Limited,LLOYDS BANKING GROUP PLC,Home Finance,13,7.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,57.1,14.3,Other Financial Services,337,-1.0,-7.1,7.1,1,High (50-70%)
Black Horse Limited,LLOYDS BANKING GROUP PLC,Home Finance,374,2.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,0.0,0.0,Other Financial Services,338,361.0,2776.9,-57.1,0,Lower (<35%)
Black Horse Limited,BARCLAYS PLC,Insurance & Pure Protection,395,695.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,,2.7,Other Financial Services,339,,,,0,Unknown
Black Horse Limited,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,90,90.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,4.4,25.6,Other Financial Services,340,-305.0,-77.2,,0,Lower (<35%)
Black Horse Limited,,Insurance & Pure Protection,40,41.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,2.4,31.7,Other Financial Services,341,-50.0,-55.6,-2.0,0,Lower (<35%)
Black Horse Limited,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,73,72.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,0.0,23.6,Other Financial Services,342,33.0,82.5,-2.4,0,Lower (<35%)
Black Horse Limited,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,38,36.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,0.0,58.3,Other Financial Services,343,-35.0,-47.9,0.0,0,Lower (<35%)
Bradford & Bingley Limited,,Banking & Credit Cards,0,0.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,,,Other Financial Services,344,,,,0,Unknown
Bradford & Bingley Limited,NO GROUP,Banking & Credit Cards,0,0.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,,,Other Financial Services,345,0.0,,,0,Unknown
Bradford & Bingley Limited,UK ASSET RESOLUTION LIMITED,Decumulation & Pensions,9,7.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,28.6,,Other Financial Services,346,,,,0,Lower (<35%)
Bradford & Bingley Limited,UK ASSET RESOLUTION LIMITED,Decumulation & Pensions,6,10.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,40.0,,Other Financial Services,347,-3.0,-33.3,11.4,0,Moderate (35-50%)
Bradford & Bingley Limited,,Decumulation & Pensions,5,7.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,28.6,0.0,Other Financial Services,348,-1.0,-16.7,-11.4,0,Lower (<35%)
Bradford & Bingley Limited,NO GROUP,Decumulation & Pensions,2,0.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,,,Other Financial Services,349,-3.0,-60.0,,0,Unknown
Bradford & Bingley Limited,UK ASSET RESOLUTION LIMITED,Home Finance,479,504.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,37.1,2.8,Other Financial Services,350,,,,0,Moderate (35-50%)
Bradford & Bingley Limited,UK ASSET RESOLUTION LIMITED,Home Finance,568,538.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,41.8,1.9,Other Financial Services,351,89.0,18.6,4.7,0,Moderate (35-50%)
Bradford & Bingley Limited,,Home Finance,771,702.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,51.1,2.6,Other Financial Services,352,203.0,35.7,9.3,1,High (50-70%)
Bradford & Bingley Limited,NO GROUP,Home Finance,803,800.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,36.2,1.6,Other Financial Services,353,32.0,4.2,-14.9,0,Moderate (35-50%)
Bradford & Bingley Limited,UK ASSET RESOLUTION LIMITED,Insurance & Pure Protection,10,7.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,28.6,57.1,Other Financial Services,354,,,,0,Lower (<35%)
Bradford & Bingley Limited,UK ASSET RESOLUTION LIMITED,Insurance & Pure Protection,5,9.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,11.1,,Other Financial Services,355,-5.0,-50.0,-17.5,0,Lower (<35%)
Bradford & Bingley Limited,,Insurance & Pure Protection,8,7.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,42.9,14.3,Other Financial Services,356,3.0,60.0,31.8,0,Moderate (35-50%)
Bradford & Bingley Limited,NO GROUP,Insurance & Pure Protection,9,9.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,33.3,33.3,Other Financial Services,357,1.0,12.5,-9.6,0,Lower (<35%)
Bradford & Bingley Limited,UK ASSET RESOLUTION LIMITED,Investments,34,42.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,42.9,,Other Financial Services,358,,,,0,Moderate (35-50%)
Bradford & Bingley Limited,UK ASSET RESOLUTION LIMITED,Investments,97,90.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,20.0,1.1,Other Financial Services,359,63.0,185.3,-22.9,0,Lower (<35%)
Bradford & Bingley Limited,,Investments,19,32.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,53.1,3.1,Other Financial Services,360,-78.0,-80.4,33.1,1,High (50-70%)
Bradford & Bingley Limited,NO GROUP,Investments,13,10.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,20.0,0.0,Other Financial Services,361,-6.0,-31.6,-33.1,0,Lower (<35%)
Brightside Insurance Services Limited,NO GROUP,Insurance & Pure Protection,1042,1072.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,52.3,52.2,Other Financial Services,362,,,,1,High (50-70%)
Brightside Insurance Services Limited,NO GROUP,Insurance & Pure Protection,823,797.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,44.9,44.7,Other Financial Services,363,-219.0,-21.0,-7.4,0,Moderate (35-50%)
Brightside Insurance Services Limited,,Insurance & Pure Protection,972,967.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,51.9,63.3,Other Financial Services,364,149.0,18.1,7.0,1,High (50-70%)
Brightside Insurance Services Limited,NO GROUP,Insurance & Pure Protection,1030,1038.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,44.3,41.0,Other Financial Services,365,58.0,6.0,-7.6,0,Moderate (35-50%)
Brightside Insurance Services Limited,MARKERSTUDY GROUP,Insurance & Pure Protection,723,,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,39.1,72.4,Other Financial Services,366,-307.0,-29.8,-5.2,0,Moderate (35-50%)
British Gas Insurance Limited,CENTRICA PLC,Insurance & Pure Protection,1516,1586.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,95.2,49.0,Other Financial Services,367,,,,1,Very High (70%+)
British Gas Services Limited,CENTRICA PLC,Insurance & Pure Protection,163040,169634.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,98.6,76.5,Other Financial Services,368,,,,1,Very High (70%+)
British Gas Services Limited,CENTRICA PLC,Insurance & Pure Protection,83269,77951.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,98.8,71.4,Other Financial Services,369,-79771.0,-48.9,0.2,1,Very High (70%+)
British Gas Services Limited,,Insurance & Pure Protection,76364,85376.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,98.9,60.8,Other Financial Services,370,-6905.0,-8.3,0.1,1,Very High (70%+)
British Gas Services Limited,CENTRICA PLC,Insurance & Pure Protection,57918,59104.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,97.6,75.5,Other Financial Services,371,-18446.0,-24.2,-1.3,1,Very High (70%+)
British Gas Services Limited,CENTRICA PLC,Insurance & Pure Protection,55282,55872.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,96.4,75.5,Other Financial Services,372,-2636.0,-4.6,-1.2,1,Very High (70%+)
Bspoke Underwriting Ltd,,Insurance & Pure Protection,594,582.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,63.6,9.5,Other Financial Services,373,,,,1,High (50-70%)
Bspoke Underwriting Ltd,NO GROUP,Insurance & Pure Protection,563,527.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,59.0,13.7,Other Financial Services,374,-31.0,-5.2,-4.6,1,High (50-70%)
Bspoke Underwriting Ltd,NO GROUP,Insurance & Pure Protection,526,520.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,53.5,21.3,Other Financial Services,375,-37.0,-6.6,-5.5,1,High (50-70%)
Building Block Insurance PCC Ltd,,Insurance & Pure Protection,518,507.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,38.3,23.9,Other Financial Services,376,,,,0,Moderate (35-50%)
CORGI HomePlan Ltd,,Insurance & Pure Protection,1700,1989.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,79.2,10.9,Other Financial Services,377,,,,1,Very High (70%+)
CORGI HomePlan Ltd,OVO GROUP,Insurance & Pure Protection,1772,1563.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,73.1,22.4,Other Financial Services,378,72.0,4.2,-6.1,1,Very High (70%+)
CORGI HomePlan Ltd,OVO GROUP,Insurance & Pure Protection,1956,2128.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,73.8,7.6,Other Financial Services,379,184.0,10.4,0.7,1,Very High (70%+)
Cabot Credit Management Group Limited,NO GROUP,Banking & Credit Cards,4413,4394.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,23.5,20.4,Other Financial Services,380,,,,0,Lower (<35%)
Cabot Credit Management Group Limited,NO GROUP,Banking & Credit Cards,3614,3849.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,23.6,19.1,Other Financial Services,381,-799.0,-18.1,0.1,0,Lower (<35%)
Cabot Credit Management Group Limited,,Banking & Credit Cards,4714,4473.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,22.8,24.0,Other Financial Services,382,1100.0,30.4,-0.8,0,Lower (<35%)
Cabot Credit Management Group Limited,NO GROUP,Home Finance,45,38.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,44.7,13.2,Other Financial Services,383,,,,0,Moderate (35-50%)
Cabot Credit Management Group Limited,NO GROUP,Home Finance,39,47.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,59.6,6.4,Other Financial Services,384,-6.0,-13.3,14.9,1,High (50-70%)
Cabot Credit Management Group Limited,,Home Finance,34,32.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,50.0,6.2,Other Financial Services,385,-5.0,-12.8,-9.6,1,High (50-70%)
Cabot Credit Management Group Limited,NO GROUP,Home Finance,43,43.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,32.6,16.3,Other Financial Services,386,9.0,26.5,-17.4,0,Lower (<35%)
Cabot Credit Management Group Limited,NO GROUP,Home Finance,24,26.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,38.5,7.7,Other Financial Services,387,-19.0,-44.2,5.9,0,Moderate (35-50%)
Call Assist Ltd,CALL ASSIST LIMITED,Insurance & Pure Protection,902,904.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,38.6,63.8,Other Financial Services,388,,,,0,Moderate (35-50%)
Call Assist Ltd,CALL ASSIST LIMITED,Insurance & Pure Protection,1151,1051.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,41.9,38.7,Other Financial Services,389,249.0,27.6,3.3,0,Moderate (35-50%)
Call Assist Ltd,,Insurance & Pure Protection,1080,1146.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,46.7,29.1,Other Financial Services,390,-71.0,-6.2,4.8,0,Moderate (35-50%)
Call Assist Ltd,CALL ASSIST LIMITED,Insurance & Pure Protection,1016,972.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,46.4,24.9,Other Financial Services,391,-64.0,-5.9,-0.3,0,Moderate (35-50%)
Call Assist Ltd,CALL ASSIST LIMITED,Insurance & Pure Protection,852,909.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,41.0,19.4,Other Financial Services,392,-164.0,-16.1,-5.4,0,Moderate (35-50%)
Canada Life Limited,GREAT-WEST-LIFECO,Decumulation & Pensions,399,277.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,72.9,12.6,Other Financial Services,393,,,,1,Very High (70%+)
Canada Life Limited,,Decumulation & Pensions,609,496.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,80.8,10.5,Other Financial Services,394,210.0,52.6,7.9,1,Very High (70%+)
Canada Life Limited,NO GROUP,Decumulation & Pensions,1126,1010.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,90.5,5.6,Other Financial Services,395,517.0,84.9,9.7,1,Very High (70%+)
Canada Life Limited,NO GROUP,Decumulation & Pensions,886,1232.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,94.8,6.8,Other Financial Services,396,-240.0,-21.3,4.3,1,Very High (70%+)
Canada Life Limited,GREAT-WEST-LIFECO,Insurance & Pure Protection,129,132.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,53.0,26.5,Other Financial Services,397,,,,1,High (50-70%)
Canada Life Limited,,Insurance & Pure Protection,155,148.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,61.5,42.6,Other Financial Services,398,26.0,20.2,8.5,1,High (50-70%)
