firm_name,group,product_category,complaints_opened,complaints_closed,period_label,period_order,period_start,period_end,year,half,pre_post_duty,upheld_pct,pct_closed_3days,firm_type,record_id,complaints_change_abs,complaints_change_pct,upheld_change_ppts,high_uphold_flag,upheld_band
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Home Finance,3576,3495.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,63.2,55.3,Retail Bank / Building Society,1071,,,,1,High (50-70%)
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Home Finance,3758,3713.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,63.3,46.7,Retail Bank / Building Society,1072,182.0,5.1,0.1,1,High (50-70%)
Lloyds Bank PLC,,Home Finance,3132,3142.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,55.7,42.5,Retail Bank / Building Society,1073,-626.0,-16.7,-7.6,1,High (50-70%)
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Home Finance,2988,3101.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,54.8,40.7,Retail Bank / Building Society,1074,-144.0,-4.6,-0.9,1,High (50-70%)
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Home Finance,2984,2957.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,53.2,42.8,Retail Bank / Building Society,1075,-4.0,-0.1,-1.6,1,High (50-70%)
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,1233,1200.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,17.7,36.9,Retail Bank / Building Society,1076,,,,0,Lower (<35%)
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,936,1131.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,22.6,35.0,Retail Bank / Building Society,1077,-297.0,-24.1,4.9,0,Lower (<35%)
Lloyds Bank PLC,,Insurance & Pure Protection,594,620.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,13.2,22.6,Retail Bank / Building Society,1078,-342.0,-36.5,-9.4,0,Lower (<35%)
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,474,489.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,8.0,25.2,Retail Bank / Building Society,1079,-120.0,-20.2,-5.2,0,Lower (<35%)
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,556,550.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,9.1,22.2,Retail Bank / Building Society,1080,82.0,17.3,1.1,0,Lower (<35%)
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Investments,711,728.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,29.0,41.3,Retail Bank / Building Society,1081,,,,0,Lower (<35%)
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Investments,233,238.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,32.8,29.4,Retail Bank / Building Society,1082,-478.0,-67.2,3.8,0,Lower (<35%)
Lloyds Bank PLC,,Investments,87,89.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,31.5,19.1,Retail Bank / Building Society,1083,-146.0,-62.7,-1.3,0,Lower (<35%)
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Investments,86,88.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,26.1,17.0,Retail Bank / Building Society,1084,-1.0,-1.1,-5.4,0,Lower (<35%)
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,Investments,53,50.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,28.0,10.0,Retail Bank / Building Society,1085,-33.0,-38.4,1.9,0,Lower (<35%)
London and Country Mortgages Ltd,NO GROUP,Home Finance,885,843.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,66.7,10.9,Other Financial Services,1086,,,,1,High (50-70%)
London and Country Mortgages Ltd,NO GROUP,Home Finance,924,1062.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,64.4,7.4,Other Financial Services,1087,39.0,4.4,-2.3,1,High (50-70%)
London and Country Mortgages Ltd,,Home Finance,543,573.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,65.8,9.4,Other Financial Services,1088,-381.0,-41.2,1.4,1,High (50-70%)
London and Country Mortgages Ltd,NO GROUP,Home Finance,512,505.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,64.6,19.2,Other Financial Services,1089,-31.0,-5.7,-1.2,1,High (50-70%)
London and Country Mortgages Ltd,NO GROUP,Home Finance,581,601.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,67.0,18.6,Other Financial Services,1090,69.0,13.5,2.4,1,High (50-70%)
London and Country Mortgages Ltd,NO GROUP,Insurance & Pure Protection,31,30.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,36.7,,Other Financial Services,1091,,,,0,Moderate (35-50%)
London and Country Mortgages Ltd,NO GROUP,Insurance & Pure Protection,30,36.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,50.0,22.2,Other Financial Services,1092,-1.0,-3.2,13.3,1,High (50-70%)
London and Country Mortgages Ltd,,Insurance & Pure Protection,31,35.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,48.6,17.1,Other Financial Services,1093,1.0,3.3,-1.4,0,Moderate (35-50%)
London and Country Mortgages Ltd,NO GROUP,Insurance & Pure Protection,31,35.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,45.7,28.6,Other Financial Services,1094,0.0,0.0,-2.9,0,Moderate (35-50%)
London and Country Mortgages Ltd,NO GROUP,Insurance & Pure Protection,34,34.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,44.1,26.5,Other Financial Services,1095,3.0,9.7,-1.6,0,Moderate (35-50%)
M & G Securities Limited,NO GROUP,Investments,974,931.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,37.6,27.7,Other Financial Services,1096,,,,0,Moderate (35-50%)
M & G Securities Limited,NO GROUP,Investments,1045,1067.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,46.7,33.4,Other Financial Services,1097,71.0,7.3,9.1,0,Moderate (35-50%)
M & G Securities Limited,,Investments,1200,1166.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,38.0,33.4,Other Financial Services,1098,155.0,14.8,-8.7,0,Moderate (35-50%)
M & G Securities Limited,M&G PLC,Investments,843,882.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,47.5,42.6,Other Financial Services,1099,-357.0,-29.8,9.5,0,Moderate (35-50%)
M & G Securities Limited,M&G PLC,Investments,852,848.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,52.0,30.1,Other Financial Services,1100,9.0,1.1,4.5,1,High (50-70%)
MBNA Limited,LLOYDS BANKING GROUP PLC,Banking & Credit Cards,12130,12087.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,57.8,72.5,Credit Card / Consumer Finance,1101,,,,1,High (50-70%)
MBNA Limited,LLOYDS BANKING GROUP PLC,Banking & Credit Cards,11444,11245.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,54.3,57.6,Credit Card / Consumer Finance,1102,-686.0,-5.7,-3.5,1,High (50-70%)
MBNA Limited,,Banking & Credit Cards,10754,10840.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,48.6,53.0,Credit Card / Consumer Finance,1103,-690.0,-6.0,-5.7,0,Moderate (35-50%)
MBNA Limited,LLOYDS BANKING GROUP PLC,Banking & Credit Cards,10562,10683.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,47.8,59.9,Credit Card / Consumer Finance,1104,-192.0,-1.8,-0.8,0,Moderate (35-50%)
MBNA Limited,LLOYDS BANKING GROUP PLC,Banking & Credit Cards,10614,10620.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,44.0,60.9,Credit Card / Consumer Finance,1105,52.0,0.5,-3.8,0,Moderate (35-50%)
MBNA Limited,,Decumulation & Pensions,0,0.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,,,Credit Card / Consumer Finance,1106,,,,0,Unknown
MBNA Limited,LLOYDS BANKING GROUP PLC,Decumulation & Pensions,0,0.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,,,Credit Card / Consumer Finance,1107,0.0,,,0,Unknown
MBNA Limited,LLOYDS BANKING GROUP PLC,Decumulation & Pensions,0,0.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,,,Credit Card / Consumer Finance,1108,0.0,,,0,Unknown
MBNA Limited,,Home Finance,0,0.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,,,Credit Card / Consumer Finance,1109,,,,0,Unknown
MBNA Limited,LLOYDS BANKING GROUP PLC,Home Finance,0,0.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,,,Credit Card / Consumer Finance,1110,0.0,,,0,Unknown
MBNA Limited,LLOYDS BANKING GROUP PLC,Home Finance,0,0.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,,,Credit Card / Consumer Finance,1111,0.0,,,0,Unknown
MBNA Limited,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,224,330.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,26.1,11.5,Credit Card / Consumer Finance,1112,,,,0,Lower (<35%)
MBNA Limited,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,243,244.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,1.2,16.0,Credit Card / Consumer Finance,1113,19.0,8.5,-24.9,0,Lower (<35%)
MBNA Limited,,Insurance & Pure Protection,373,373.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,5.9,45.0,Credit Card / Consumer Finance,1114,130.0,53.5,4.7,0,Lower (<35%)
MBNA Limited,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,132,137.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,2.2,62.8,Credit Card / Consumer Finance,1115,-241.0,-64.6,-3.7,0,Lower (<35%)
MBNA Limited,LLOYDS BANKING GROUP PLC,Insurance & Pure Protection,76,75.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,1.3,21.3,Credit Card / Consumer Finance,1116,-56.0,-42.4,-0.9,0,Lower (<35%)
MBNA Limited,,Investments,0,0.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,,,Credit Card / Consumer Finance,1117,,,,0,Unknown
MBNA Limited,LLOYDS BANKING GROUP PLC,Investments,0,0.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,,,Credit Card / Consumer Finance,1118,0.0,,,0,Unknown
MBNA Limited,LLOYDS BANKING GROUP PLC,Investments,0,0.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,,,Credit Card / Consumer Finance,1119,0.0,,,0,Unknown
MCE Insurance Limited,NO GROUP,Insurance & Pure Protection,262,256.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,,59.8,Other Financial Services,1120,,,,0,Unknown
ManyPets Ltd,NO GROUP,Insurance & Pure Protection,1871,1688.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,31.4,21.8,Other Financial Services,1121,,,,0,Lower (<35%)
ManyPets Ltd,NO GROUP,Insurance & Pure Protection,4269,4531.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,61.8,10.6,Other Financial Services,1122,2398.0,128.2,30.4,1,High (50-70%)
ManyPets Ltd,,Insurance & Pure Protection,7281,7254.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,73.5,17.6,Other Financial Services,1123,3012.0,70.6,11.7,1,Very High (70%+)
ManyPets Ltd,NO GROUP,Insurance & Pure Protection,6507,5600.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,69.2,4.3,Other Financial Services,1124,-774.0,-10.6,-4.3,1,High (50-70%)
ManyPets Ltd,NO GROUP,Insurance & Pure Protection,6653,6234.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,73.0,1.8,Other Financial Services,1125,146.0,2.2,3.8,1,Very High (70%+)
Markerstudy Insurance Services Limited,MARKERSTUDY (INTERNATIONAL) LIMITED,Insurance & Pure Protection,10120,9931.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,78.4,22.5,Other Financial Services,1126,,,,1,Very High (70%+)
Markerstudy Insurance Services Limited,MARKERSTUDY GROUP,Insurance & Pure Protection,639,630.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,62.9,68.2,Other Financial Services,1127,-9481.0,-93.7,-15.5,1,High (50-70%)
Markerstudy Insurance Services Limited,,Insurance & Pure Protection,739,724.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,65.9,63.5,Other Financial Services,1128,100.0,15.6,3.0,1,High (50-70%)
Markerstudy Insurance Services Limited,MARKERSTUDY GROUP,Insurance & Pure Protection,614,641.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,62.7,45.9,Other Financial Services,1129,-125.0,-16.9,-3.2,1,High (50-70%)
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Banking & Credit Cards,15027,15242.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,47.9,81.4,Retail Bank / Building Society,1130,,,,0,Moderate (35-50%)
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Banking & Credit Cards,15625,15564.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,48.2,76.6,Retail Bank / Building Society,1131,598.0,4.0,0.3,0,Moderate (35-50%)
Marks & Spencer Financial Services Plc,,Banking & Credit Cards,11338,11567.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,55.0,70.4,Retail Bank / Building Society,1132,-4287.0,-27.4,6.8,1,High (50-70%)
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Banking & Credit Cards,9668,7902.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,67.4,66.8,Retail Bank / Building Society,1133,-1670.0,-14.7,12.4,1,High (50-70%)
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Banking & Credit Cards,9336,8975.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,68.1,54.3,Retail Bank / Building Society,1134,-332.0,-3.4,0.7,1,High (50-70%)
Marks & Spencer Financial Services Plc,,Decumulation & Pensions,0,0.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,,,Retail Bank / Building Society,1135,,,,0,Unknown
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Decumulation & Pensions,0,0.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,,,Retail Bank / Building Society,1136,0.0,,,0,Unknown
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Decumulation & Pensions,0,0.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,,,Retail Bank / Building Society,1137,0.0,,,0,Unknown
Marks & Spencer Financial Services Plc,,Home Finance,0,0.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,,,Retail Bank / Building Society,1138,,,,0,Unknown
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Home Finance,0,0.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,,,Retail Bank / Building Society,1139,0.0,,,0,Unknown
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Home Finance,0,0.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,,,Retail Bank / Building Society,1140,0.0,,,0,Unknown
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Insurance & Pure Protection,582,520.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,69.0,41.3,Retail Bank / Building Society,1141,,,,1,High (50-70%)
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Insurance & Pure Protection,362,427.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,59.5,56.7,Retail Bank / Building Society,1142,-220.0,-37.8,-9.5,1,High (50-70%)
Marks & Spencer Financial Services Plc,,Insurance & Pure Protection,164,164.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,50.6,73.8,Retail Bank / Building Society,1143,-198.0,-54.7,-8.9,1,High (50-70%)
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Insurance & Pure Protection,160,160.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,53.1,71.9,Retail Bank / Building Society,1144,-4.0,-2.4,2.5,1,High (50-70%)
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Insurance & Pure Protection,143,160.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,40.6,60.6,Retail Bank / Building Society,1145,-17.0,-10.6,-12.5,0,Moderate (35-50%)
Marks & Spencer Financial Services Plc,,Investments,0,0.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,,,Retail Bank / Building Society,1146,,,,0,Unknown
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Investments,0,0.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,,,Retail Bank / Building Society,1147,0.0,,,0,Unknown
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,Investments,0,0.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,,,Retail Bank / Building Society,1148,0.0,,,0,Unknown
Marshmallow Financial Services Ltd,NO GROUP,Insurance & Pure Protection,1092,983.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,39.3,2.2,Other Financial Services,1149,,,,0,Moderate (35-50%)
Marshmallow Financial Services Ltd,NO GROUP,Insurance & Pure Protection,1239,1194.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,48.7,0.9,Other Financial Services,1150,147.0,13.5,9.4,0,Moderate (35-50%)
Marshmallow Financial Services Ltd,,Insurance & Pure Protection,1548,1462.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,44.3,0.8,Other Financial Services,1151,309.0,24.9,-4.4,0,Moderate (35-50%)
Marshmallow Financial Services Ltd,NO GROUP,Insurance & Pure Protection,2003,1856.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,36.2,7.2,Other Financial Services,1152,455.0,29.4,-8.1,0,Moderate (35-50%)
Marshmallow Financial Services Ltd,NO GROUP,Insurance & Pure Protection,2918,2049.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,33.3,2.5,Other Financial Services,1153,915.0,45.7,-2.9,0,Lower (<35%)
MetLife Europe d.a.c.,NO GROUP,Decumulation & Pensions,58,54.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,25.9,25.9,Life & Pensions,1154,,,,0,Lower (<35%)
MetLife Europe d.a.c.,NO GROUP,Insurance & Pure Protection,473,476.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,32.4,21.4,Life & Pensions,1155,,,,0,Lower (<35%)
MetLife Europe d.a.c.,NO GROUP,Insurance & Pure Protection,501,468.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,31.8,18.6,Life & Pensions,1156,28.0,5.9,-0.6,0,Lower (<35%)
MetLife Europe d.a.c.,NO GROUP,Investments,18,19.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,42.1,31.6,Life & Pensions,1157,,,,0,Moderate (35-50%)
Metro Bank PLC,METRO BANK PLC,Banking & Credit Cards,7359,7119.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,49.8,39.9,Retail Bank / Building Society,1158,,,,0,Moderate (35-50%)
Metro Bank PLC,METRO BANK PLC,Banking & Credit Cards,8515,8385.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,51.9,33.0,Retail Bank / Building Society,1159,1156.0,15.7,2.1,1,High (50-70%)
Metro Bank PLC,,Banking & Credit Cards,8154,8212.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,47.6,35.3,Retail Bank / Building Society,1160,-361.0,-4.2,-4.3,0,Moderate (35-50%)
Metro Bank PLC,METRO BANK PLC,Banking & Credit Cards,9093,8674.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,47.4,35.7,Retail Bank / Building Society,1161,939.0,11.5,-0.2,0,Moderate (35-50%)
Metro Bank PLC,METRO BANK PLC,Banking & Credit Cards,9003,9312.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,45.4,33.2,Retail Bank / Building Society,1162,-90.0,-1.0,-2.0,0,Moderate (35-50%)
Metro Bank PLC,METRO BANK PLC,Home Finance,177,169.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,49.1,45.6,Retail Bank / Building Society,1163,,,,0,Moderate (35-50%)
Metro Bank PLC,METRO BANK PLC,Home Finance,192,197.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,67.5,45.2,Retail Bank / Building Society,1164,15.0,8.5,18.4,1,High (50-70%)
Metro Bank PLC,,Home Finance,178,158.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,71.5,42.4,Retail Bank / Building Society,1165,-14.0,-7.3,4.0,1,Very High (70%+)
Metro Bank PLC,METRO BANK PLC,Home Finance,257,278.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,75.9,19.8,Retail Bank / Building Society,1166,79.0,44.4,4.4,1,Very High (70%+)
Metro Bank PLC,METRO BANK PLC,Home Finance,243,241.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,77.2,25.3,Retail Bank / Building Society,1167,-14.0,-5.4,1.3,1,Very High (70%+)
Metro Bank PLC,METRO BANK PLC,Investments,14,14.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,28.6,7.1,Retail Bank / Building Society,1168,,,,0,Lower (<35%)
Metro Bank PLC,METRO BANK PLC,Investments,6,6.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,16.7,83.3,Retail Bank / Building Society,1169,-8.0,-57.1,-11.9,0,Lower (<35%)
Metro Bank PLC,METRO BANK PLC,Investments,0,0.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,,,Retail Bank / Building Society,1170,-6.0,-100.0,,0,Unknown
Millstream Underwriting Limited,NO GROUP,Insurance & Pure Protection,84,79.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,89.9,22.8,Other Financial Services,1171,,,,1,Very High (70%+)
Monzo Bank Ltd,MONZO BANK LIMITED,Banking & Credit Cards,35480,36947.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,29.0,10.3,Retail Bank / Building Society,1172,,,,0,Lower (<35%)
Monzo Bank Ltd,MONZO BANK LIMITED,Banking & Credit Cards,27311,27273.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,21.1,19.9,Retail Bank / Building Society,1173,-8169.0,-23.0,-7.9,0,Lower (<35%)
Monzo Bank Ltd,,Banking & Credit Cards,24390,23286.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,32.6,5.0,Retail Bank / Building Society,1174,-2921.0,-10.7,11.5,0,Lower (<35%)
Monzo Bank Ltd,MONZO BANK LIMITED,Banking & Credit Cards,28029,24070.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,40.2,0.3,Retail Bank / Building Society,1175,3639.0,14.9,7.6,0,Moderate (35-50%)
Monzo Bank Ltd,MONZO BANK LIMITED,Banking & Credit Cards,42016,39742.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,33.0,0.4,Retail Bank / Building Society,1176,13987.0,49.9,-7.2,0,Lower (<35%)
Monzo Bank Ltd,MONZO BANK LIMITED,Investments,73,60.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,31.7,3.3,Retail Bank / Building Society,1177,,,,0,Lower (<35%)
Moorcroft Debt Recovery Limited,NO GROUP,Banking & Credit Cards,557,552.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,39.9,29.5,Other Financial Services,1178,,,,0,Moderate (35-50%)
Moorcroft Debt Recovery Limited,NO GROUP,Banking & Credit Cards,620,593.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,44.9,26.0,Other Financial Services,1179,63.0,11.3,5.0,0,Moderate (35-50%)
Moorcroft Debt Recovery Limited,,Banking & Credit Cards,530,454.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,45.4,28.9,Other Financial Services,1180,-90.0,-14.5,0.5,0,Moderate (35-50%)
Moorcroft Debt Recovery Limited,NO GROUP,Banking & Credit Cards,524,438.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,45.9,24.7,Other Financial Services,1181,-6.0,-1.1,0.5,0,Moderate (35-50%)
Moorcroft Debt Recovery Limited,NO GROUP,Banking & Credit Cards,551,453.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,49.4,20.5,Other Financial Services,1182,27.0,5.2,3.5,0,Moderate (35-50%)
Mortimer Clarke Solicitors Limited,CABOT CREDIT MANAGEMENT GROUP,Banking & Credit Cards,1016,1012.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,25.9,63.8,Other Financial Services,1183,,,,0,Lower (<35%)
Mortimer Clarke Solicitors Limited,CABOT CREDIT MANAGEMENT GROUP,Banking & Credit Cards,881,886.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,24.3,65.9,Other Financial Services,1184,-135.0,-13.3,-1.6,0,Lower (<35%)
MotoNovo Finance Limited,NO GROUP,Insurance & Pure Protection,63,66.0,H1 2022,1,2022-01-01,2022-06-30,2022,1,Pre-Duty,,1.5,Other Financial Services,1185,,,,0,Unknown
MotoNovo Finance Limited,NO GROUP,Insurance & Pure Protection,53,48.0,H2 2022,2,2022-07-01,2022-12-31,2022,2,Pre-Duty,18.8,22.9,Other Financial Services,1186,-10.0,-15.9,,0,Lower (<35%)
MotoNovo Finance Limited,,Insurance & Pure Protection,36,35.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,28.6,2.9,Other Financial Services,1187,-17.0,-32.1,9.8,0,Lower (<35%)
MotoNovo Finance Limited,NO GROUP,Insurance & Pure Protection,39,43.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,20.9,7.0,Other Financial Services,1188,3.0,8.3,-7.7,0,Lower (<35%)
MotoNovo Finance Limited,NO GROUP,Insurance & Pure Protection,41,39.0,H1 2024,5,2024-01-01,2024-06-30,2024,1,Post-Duty,30.8,23.1,Other Financial Services,1189,2.0,5.1,9.9,0,Lower (<35%)
Munich Re Digital Partners Ltd,,Insurance & Pure Protection,971,815.0,H1 2023,3,2023-01-01,2023-06-30,2023,1,Pre-Duty,56.1,57.1,Other Financial Services,1190,,,,1,High (50-70%)
Munich Re Digital Partners Ltd,NO GROUP,Insurance & Pure Protection,2140,2124.0,H2 2023,4,2023-07-01,2023-12-31,2023,2,Post-Duty,39.9,41.2,Other Financial Services,1191,1169.0,120.4,-16.2,0,Moderate (35-50%)
